folder,subfolder1,subfolder2,filename,duration_sec
tts_result-slow,겔,12,17.mp4,5.904
tts_result-slow,겔,12,18.mp4,8.420
tts_result-slow,겔,12,19.mp4,22.733
tts_result-slow,겔,12,20.mp4,10.993
tts_result-slow,겔,12,21.mp4,5.846
tts_result-slow,겔,12,22.mp4,11.427
tts_result-slow,겔,12,23.mp4,21.143
tts_result-slow,겔,12,24.mp4,8.969
tts_result-slow,겔,12,25.mp4,17.557
tts_result-slow,겔,12,26.mp4,5.760
tts_result-slow,겔,12,27.mp4,12.294
tts_result-slow,겔,12,28.mp4,16.314
tts_result-slow,겔,13,0.mp4,1.000
tts_result-slow,겔,13,1.mp4,5.586
tts_result-slow,겔,13,2.mp4,15.244
tts_result-slow,겔,13,3.mp4,10.617
tts_result-slow,겔,13,4.mp4,6.974
tts_result-slow,겔,13,5.mp4,16.690
tts_result-slow,겔,13,6.mp4,15.764
tts_result-slow,겔,13,7.mp4,13.596
tts_result-slow,겔,13,8.mp4,14.319
tts_result-slow,겔,13,9.mp4,23.919
tts_result-slow,겔,13,10.mp4,13.335
tts_result-slow,겔,13,11.mp4,12.988
tts_result-slow,겔,13,12.mp4,10.270
tts_result-slow,겔,13,13.mp4,14.463
tts_result-slow,겔,13,14.mp4,15.707
tts_result-slow,겔,13,15.mp4,13.249
tts_result-slow,겔,13,16.mp4,15.128
tts_result-slow,겔,13,17.mp4,10.560
tts_result-slow,겔,13,18.mp4,25.653
tts_result-slow,겔,13,19.mp4,20.478
tts_result-slow,겔,13,20.mp4,16.834
tts_result-slow,겔,13,21.mp4,13.914
tts_result-slow,겔,13,22.mp4,16.834
tts_result-slow,겔,13,23.mp4,15.331
tts_result-slow,겔,14,0.mp4,1.000
tts_result-slow,겔,14,1.mp4,6.598
tts_result-slow,겔,14,2.mp4,5.557
tts_result-slow,겔,14,3.mp4,14.232
tts_result-slow,겔,14,4.mp4,22.907
tts_result-slow,겔,14,5.mp4,13.335
tts_result-slow,겔,14,6.mp4,14.926
tts_result-slow,겔,14,7.mp4,23.109
tts_result-slow,겔,14,8.mp4,13.769
tts_result-slow,겔,14,9.mp4,16.140
tts_result-slow,겔,14,10.mp4,9.547
tts_result-slow,겔,14,11.mp4,21.981
tts_result-slow,겔,14,12.mp4,5.846
tts_result-slow,겔,14,13.mp4,16.458
tts_result-slow,겔,14,14.mp4,13.220
tts_result-slow,겔,14,15.mp4,14.058
tts_result-slow,겔,14,16.mp4,16.256
tts_result-slow,겔,14,17.mp4,12.150
tts_result-slow,겔,14,18.mp4,14.579
